,x,y,cluster,r,g,b
14340,11.518634,56.441315,17,0,168,175
69120,45.031708,-60.587480000000006,49,204,204,204
68245,52.170120000000004,7.1547117,11,0,56,221
35355,57.025513000000004,8.574967,11,0,56,221
86561,26.502896999999997,36.4827,46,207,0,0
24493,38.744479999999996,-85.16678,0,0,0,0
40801,-30.304684,-88.75968,10,0,9,221
27975,-71.33032,2.8148348,12,0,102,221
81208,71.27937,46.05835,38,255,177,0
69682,73.94548,-9.754621,15,0,155,215
75458,76.67794,-42.828083,26,0,207,0
14672,-9.473971,-67.800934,25,0,193,0
88,-8.217344,-43.66868,24,0,180,0
11824,7.2581935,13.482929,29,0,249,0
70231,53.695927000000005,-74.74597,49,204,204,204
8062,50.79639,44.31235,3,122,0,138
51382,4.5991015,23.38334,29,0,249,0
76983,45.028259999999996,-24.801282999999998,20,0,167,114
82356,18.223694000000002,-32.56426,32,191,253,0
37400,-37.54593,-45.920406,4,128,0,145
70273,-44.424637,27.079797999999997,9,0,0,205
85722,-35.089718,30.793062,9,0,0,205
78289,36.08592,7.737303,11,0,56,221
20496,-28.177923,62.959908,22,0,154,7
81597,36.635326,-77.87414,0,0,0,0
50172,1.8253667000000002,70.958015,1,46,0,53
77086,-31.3783,97.19324499999999,2,93,0,106
32809,-7.6424127,-45.6541,24,0,180,0
42301,30.326967,-54.695564000000005,7,23,0,167
36715,10.573485,-59.40197,44,222,0,0
50260,26.090446,75.06009,23,0,166,0
79416,27.817729999999997,2.7010057,48,204,124,124
49423,17.191423,40.039467,17,0,168,175
74484,43.660957,11.054017,11,0,56,221
21926,-38.328465,-4.9537153,5,130,0,153
58725,-67.63048,56.235188,13,0,127,221
14524,48.11688,-70.95825,49,204,204,204
83826,42.761759999999995,-9.301163,16,0,161,195
13724,0.8375139000000001,74.450356,1,46,0,53
914,-0.07372992,72.988075,1,46,0,53
41199,54.89977,-67.60548,49,204,204,204
77215,51.747696000000005,68.09889,31,117,255,0
22175,-39.742188,6.146019,27,0,223,0
18041,-67.88494,9.978039,12,0,102,221
79752,-1.1719423999999998,5.128627,14,0,143,221
80889,74.1652,36.122738,38,255,177,0
47592,69.16295,19.252369,37,255,197,0
65643,-42.449768,27.022886,9,0,0,205
47056,-50.589897,-19.82554,5,130,0,153
40230,-53.431305,-9.440374,27,0,223,0
50104,28.699787,33.57558,46,207,0,0
58999,-11.973686,-15.131795,18,0,170,157
83767,-19.393929,40.536840000000005,41,255,32,0
80630,76.116905,40.408756,38,255,177,0
66942,-43.24655,62.82836999999999,13,0,127,221
80941,-8.257455,-8.997662,33,211,246,0
36971,38.393238000000004,-84.56354499999999,0,0,0,0
56457,3.2546406,25.623773999999997,29,0,249,0
70694,-44.165676,62.524437,13,0,127,221
29156,32.240165999999995,7.359886599999999,21,0,160,61
36544,84.7376,-4.756406299999999,15,0,155,215
14000,29.183636,-56.546703,7,23,0,167
29441,12.6887,-1.2999421,30,43,255,0
80625,78.2709,13.878492000000001,37,255,197,0
58498,14.445708999999999,49.846066,17,0,168,175
84223,-39.628387,-38.969788,4,128,0,145
6792,82.21755999999999,42.79257,38,255,177,0
86079,-83.37682,8.480494,12,0,102,221
10409,-32.448890000000006,23.961561,9,0,0,205
79233,74.13428499999999,-12.905857000000001,15,0,155,215
47887,10.308542,-78.043015,0,0,0,0
61464,20.81958,84.60056999999999,23,0,166,0
49863,-41.00233,5.4554267,27,0,223,0
65389,-30.241861,26.70515,9,0,0,205
20638,-71.04377,45.608727,13,0,127,221
32710,84.73954,-4.7502832,15,0,155,215
75674,53.1694,-51.671467,49,204,204,204
62499,45.534397,-7.126325,16,0,161,195
29690,88.73782,5.891565,37,255,197,0
18937,-81.614075,-52.617916,43,235,0,0
70535,80.31789,45.962498,38,255,177,0
39964,20.480515,51.652187,17,0,168,175
11540,28.438799,46.485996,17,0,168,175
51800,36.121047999999995,-0.4381945,48,204,124,124
24521,-38.460842,14.763591,9,0,0,205
78243,3.2856805000000002,41.553482,34,231,239,0
40306,25.343698999999997,83.46212,23,0,166,0
53927,48.746190000000006,20.414268,3,122,0,138
41186,-0.009375484,-20.423052,33,211,246,0
7820,-10.701547,-65.039,25,0,193,0
77051,-8.089953999999999,-43.240159999999996,24,0,180,0
32248,-56.122974,-25.669592,35,242,228,0
477,-3.681375,34.113155,34,231,239,0
65835,52.448409999999996,26.126637,3,122,0,138
66870,-12.201842,71.79168,1,46,0,53
36691,-1.4832186,44.140865000000005,34,231,239,0
26106,-61.74155,9.740933,12,0,102,221
72730,59.164803000000006,-67.746025,49,204,204,204
64034,13.584195999999999,29.0939,29,0,249,0
65970,-30.370764,-7.576632000000001,5,130,0,153
12181,13.470414000000002,-78.58048000000001,0,0,0,0
12184,27.671495,47.242264,17,0,168,175
3506,75.31624599999999,-2.447101,15,0,155,215
26743,-9.440239,-16.074003,33,211,246,0
64821,55.96289399999999,41.11114,3,122,0,138
19414,-89.64817,38.561203000000006,28,0,236,0
16841,-34.551003,29.073471,9,0,0,205
73533,-11.413489,-56.48189,25,0,193,0
39693,49.12527,-25.084970000000002,20,0,167,114
48934,-32.156876000000004,-23.92559,18,0,170,157
30228,-10.42731,10.149637,14,0,143,221
41297,-51.766247,58.759087,13,0,127,221
20911,81.38535999999999,8.489274,37,255,197,0
26979,-80.82882,22.99924,28,0,236,0
32360,23.679810999999997,-60.31831700000001,7,23,0,167
27008,-6.202854599999999,7.9572077000000005,14,0,143,221
8237,-90.191414,-12.996764,8,0,0,181
7041,-24.195187,72.54552,22,0,154,7
14737,30.449457000000002,85.38884,23,0,166,0
66070,58.903362,-1.2906094,16,0,161,195
56968,-31.55896,-30.363113000000002,18,0,170,157
49668,-78.26673000000001,-2.9716213,12,0,102,221
36729,25.694193,2.7803223,48,204,124,124
45340,50.446205,24.767789999999998,3,122,0,138
40261,-10.986663,-85.69069,6,77,0,160
73480,53.913563,-64.87051,49,204,204,204
45184,2.3893514,-40.274006,19,0,170,143
28271,-31.927607000000002,104.09701,2,93,0,106
25254,-47.75553,-23.837547,5,130,0,153
4875,53.077769999999994,36.61561,3,122,0,138
61357,-82.28053,-53.785571999999995,43,235,0,0
1064,27.041046,-55.052647,7,23,0,167
51378,56.744580000000006,-70.78086,49,204,204,204
16413,-29.95034,-19.648329,18,0,170,157
42620,-38.35633,14.884599,9,0,0,205
27342,-69.56478,8.765131,12,0,102,221
66162,-63.213145999999995,5.2402773,12,0,102,221
53401,11.214096000000001,15.874927,29,0,249,0
33333,55.94518299999999,-9.978744500000001,16,0,161,195
221,-26.28717,-28.197277000000003,18,0,170,157
47848,-54.21638000000001,5.407195,27,0,223,0
76742,49.806816,31.375961,3,122,0,138
34344,56.276176,13.780099,11,0,56,221
41812,33.473816,35.43995,46,207,0,0
27448,-40.06193,13.719683999999999,9,0,0,205
82374,46.00293,-67.54888000000001,49,204,204,204
5692,49.0238,64.69459499999999,31,117,255,0
43507,-63.8056,-55.468945,43,235,0,0
23495,4.7221622000000005,-26.45451,19,0,170,143
25885,-48.805473,-35.283455,4,128,0,145
9057,-29.029371,32.322975,9,0,0,205
61498,48.801353000000006,64.85204,31,117,255,0
37738,18.467261999999998,80.482445,23,0,166,0
15062,-17.628132,41.08117,41,255,32,0
84649,31.09514,-53.086369999999995,7,23,0,167
57936,-5.8808165,-44.694140000000004,24,0,180,0
64561,32.68772,1.2513154,48,204,124,124
34860,57.886019999999995,5.3057656,16,0,161,195
59541,-51.6076,-12.780786500000001,27,0,223,0
15842,-33.740154,-27.586115000000003,18,0,170,157
10036,-65.31747,53.725113,13,0,127,221
83173,56.947502,-22.836157,42,249,0,0
10319,26.939165000000003,41.459232,17,0,168,175
58845,-78.92654399999999,5.6281652,12,0,102,221
8277,-54.620697,-6.195303,27,0,223,0
27581,-54.23163,43.340396999999996,39,255,157,0
68161,-32.052966999999995,-8.871884,5,130,0,153
65742,-27.254662,28.190098,9,0,0,205
18657,27.457086999999998,73.70323,23,0,166,0
32268,69.61322,46.370309999999996,38,255,177,0
53313,-52.879276000000004,-5.971329,27,0,223,0
10064,2.4305775,-30.378311,19,0,170,143
36878,-48.49921,-27.760607,5,130,0,153
59480,-1.7398005,-60.373287,44,222,0,0
69248,-60.800217,-31.242805,35,242,228,0
7376,-89.29469,39.867909999999995,28,0,236,0
21956,17.999823000000003,-75.012146,0,0,0,0
71515,-10.39072,29.716684000000004,34,231,239,0
18630,-16.300255,12.767203,14,0,143,221
59111,-18.814611,12.202533,14,0,143,221
46771,60.721043,-10.599916,16,0,161,195
78233,-11.042437,31.591735999999997,34,231,239,0
61625,28.647955,-42.025513000000004,7,23,0,167
18915,55.643080000000005,29.491758,3,122,0,138
7705,-10.109278999999999,-16.06314,33,211,246,0
61420,-51.7434,41.481922,39,255,157,0
7281,17.877458999999998,-55.409466,7,23,0,167
79696,73.60298,33.911156,38,255,177,0
22768,38.184032,-44.180088,7,23,0,167
59170,10.663588,58.489906000000005,17,0,168,175
80775,23.327305,68.53087,23,0,166,0
62792,53.6528,-74.61895,49,204,204,204
58501,-0.363117,-60.810387,44,222,0,0
15530,-10.7280655,29.199638,34,231,239,0
29660,-40.70626,40.861965000000005,39,255,157,0
26355,19.3415,44.30534,17,0,168,175
80180,-54.584167,-11.403747000000001,27,0,223,0
12235,28.82116,-42.19041,7,23,0,167
85263,-32.898990000000005,-19.440237,18,0,170,157
6036,7.359884700000001,-58.014773999999996,44,222,0,0
45951,20.330315,-79.56959499999999,0,0,0,0
37281,18.835758,-29.003279,32,191,253,0
700,-0.004774169,73.068344,1,46,0,53
16409,-13.4882345,69.52916,1,46,0,53
22498,54.5981,36.644474,3,122,0,138
54755,-6.304755999999999,-13.891709,33,211,246,0
41018,1.6299714,65.5659,1,46,0,53
20465,5.4812965,71.85393,1,46,0,53
43955,51.237255,27.79915,3,122,0,138
85962,-14.605479999999998,71.69864,1,46,0,53
72103,50.89138,43.988888,3,122,0,138
27171,-69.4143,-58.740025,43,235,0,0
59723,-67.14771999999999,-59.23768199999999,43,235,0,0
25880,18.611567,-14.704678,30,43,255,0
5897,-11.843623,53.6308,47,204,44,44
198,-74.64251999999999,-15.472956,8,0,0,181
8171,-37.07611,-46.75717,4,128,0,145
25694,24.172564,-13.695182999999998,30,43,255,0
6423,54.129253000000006,-12.088469,16,0,161,195
24954,-61.450977,2.9188702,12,0,102,221
74552,20.018862,12.676741999999999,21,0,160,61
86060,9.124897,39.163067,17,0,168,175
32220,-61.45253,2.9188836,12,0,102,221
47661,-54.10771,-20.296347,35,242,228,0
54741,19.832035,-13.026575999999999,30,43,255,0
31465,-11.534283,-17.176554,18,0,170,157
19117,74.112434,50.555541999999996,38,255,177,0
15901,1.7276221999999999,-15.970270000000001,33,211,246,0
64250,-40.438004,42.990035999999996,39,255,157,0
37645,-48.760326,26.047953,9,0,0,205
39106,-29.579918,-22.660067,18,0,170,157
61503,-55.769380000000005,13.289431,27,0,223,0
23378,-14.304835999999998,62.580890000000004,47,204,44,44
12551,-13.827703,72.03034,1,46,0,53
83797,-51.93598,-59.40979,40,255,105,0
39458,59.43435,0.72351956,16,0,161,195
34891,26.069735,75.01916999999999,23,0,166,0
76556,-8.457838,4.1859145,14,0,143,221
32939,-32.2331,-25.28505,18,0,170,157
13267,6.44346,49.359158,17,0,168,175
69402,-9.169111000000001,-67.996025,25,0,193,0
29651,-77.65728,-40.767292,45,213,0,0
7022,-70.19251,70.05796,13,0,127,221
70446,84.73904399999999,-4.752344,15,0,155,215
21030,12.421855,58.3385,17,0,168,175
54241,-48.00593,-58.43815,40,255,105,0
68940,6.989377,-7.639171000000001,33,211,246,0
51839,24.995237,24.716182999999997,21,0,160,61
55470,53.629383,-64.88877,49,204,204,204
75435,42.041695000000004,8.036071000000002,11,0,56,221
21632,-20.478801999999998,13.64986,14,0,143,221
12724,54.576904000000006,-23.589567000000002,42,249,0,0
42781,-30.945999999999998,-90.91991,10,0,9,221
71172,12.997485000000001,55.454865000000005,17,0,168,175
72185,-45.655815000000004,-58.767555,40,255,105,0
55334,-1.3976283999999999,76.5848,1,46,0,53
31197,-88.61161,40.176429999999996,28,0,236,0
75313,-4.8851676,-45.321133,24,0,180,0
37114,-45.838146,79.63364399999999,2,93,0,106
56598,3.150613,73.34513000000001,1,46,0,53
23785,32.219856,-45.5957,7,23,0,167
85156,14.617010999999998,-76.92766999999999,0,0,0,0
62545,-25.772327,42.54295,41,255,32,0
20623,-10.0689945,56.670467,47,204,44,44
81997,-48.131972999999995,-1.7793082999999998,27,0,223,0
44426,-89.64814,38.56111,28,0,236,0
37238,-73.50704,70.82446999999999,13,0,127,221
65370,48.876976,8.228375999999999,11,0,56,221
51427,8.144012,15.888519,29,0,249,0
36205,-7.838792999999999,-27.649075,24,0,180,0
49055,44.974686,66.02825,31,117,255,0
4656,73.30964,-39.601044,26,0,207,0
32565,52.086506,44.261990000000004,3,122,0,138
39937,-37.34798,-46.747326,4,128,0,145
35350,-23.595694,-39.914116,4,128,0,145
42303,31.266547999999997,-46.811203000000006,7,23,0,167
11435,-2.7666245,-12.036727,33,211,246,0
72967,20.085695,12.661252000000001,21,0,160,61
18139,-10.181262,-89.820114,6,77,0,160
60105,55.46443000000001,30.218382000000002,3,122,0,138
33833,-7.1690545,-68.51567,25,0,193,0
29673,-29.705832,-87.14805600000001,10,0,9,221
41390,-64.168335,-19.212444,35,242,228,0
30757,-34.629528,20.022366,9,0,0,205
44497,-77.48926999999999,-62.013287,43,235,0,0
45524,36.811859999999996,-81.63665,0,0,0,0
15343,32.56147,10.468872,21,0,160,61
35244,48.588359999999994,38.909748,3,122,0,138
63562,11.319276,53.927177,17,0,168,175
25815,4.235047,-41.28967,19,0,170,143
31596,14.543039000000002,-78.037796,0,0,0,0
49382,-15.649865,69.30375,1,46,0,53
66515,-10.2851305,87.62164,1,46,0,53
85104,12.053305,-80.252525,0,0,0,0
65432,87.36706,-2.1192238,15,0,155,215
11050,-22.31336,64.78211,22,0,154,7
8776,-78.10431,-2.7945349999999998,12,0,102,221
42416,-16.027884,41.779854,41,255,32,0
74625,-48.49926,-27.7603,5,130,0,153
70279,61.000565,-7.841144,16,0,161,195
52790,47.374072999999996,-6.974903599999999,16,0,161,195
42630,50.046425,37.772971999999996,3,122,0,138
59195,84.43244,14.380703,37,255,197,0
52072,-65.17987,-26.161495000000002,35,242,228,0
86750,57.134069999999994,-9.829372,16,0,161,195
20749,63.13462,-4.847607,16,0,161,195
16986,-78.926445,5.629908599999999,12,0,102,221
24867,-42.804028,-10.80753,5,130,0,153
61989,-29.347637,100.87605,2,93,0,106
29242,-16.302088,-40.988434000000005,24,0,180,0
30586,12.102656,-77.24070999999999,0,0,0,0
8623,-32.19073,6.2272367,27,0,223,0
26002,0.42014402,-9.993967999999999,33,211,246,0
14409,-38.820114000000004,40.118473,39,255,157,0
60741,-92.7163,1.5767328999999999,36,250,212,0
67994,44.376415,39.961117,3,122,0,138
56291,28.575934999999998,15.733072,21,0,160,61
86988,-34.388607,20.4892,9,0,0,205
58352,-80.657814,23.630003,28,0,236,0
32610,23.48555,49.787914,17,0,168,175
54565,-48.45524,-3.1063892999999996,27,0,223,0
22221,-81.711975,-66.41626,43,235,0,0
13969,38.073685,-8.349836999999999,48,204,124,124
40543,-40.962257,-31.086190000000002,4,128,0,145
34275,-13.052356,60.871582,47,204,44,44
47066,-55.44461999999999,11.9850445,27,0,223,0
66725,-19.958685,42.19709,41,255,32,0
76299,49.71817,63.623077,31,117,255,0
25521,-61.308735,-24.538829999999997,35,242,228,0
5841,33.454334,36.52605,46,207,0,0
11201,-25.748962,72.53313399999999,22,0,154,7
13296,-28.168676,-40.055527000000005,4,128,0,145
76122,38.648426,-85.07294499999999,0,0,0,0
4869,47.601357,-30.520784000000003,20,0,167,114
26551,12.072246,51.40267,17,0,168,175
60486,-34.752728000000005,21.848045000000003,9,0,0,205
8547,67.38460500000001,-23.400612,42,249,0,0
34790,-78.03763000000001,21.341255,28,0,236,0
34492,59.737015,11.877234,11,0,56,221
64457,-10.947977,-85.663155,6,77,0,160
15093,-71.16665,-12.156015,35,242,228,0
65668,20.085697,12.661082,21,0,160,61
15655,44.11744,-30.53588,20,0,167,114
46372,-95.24778,-32.838734,8,0,0,181
15323,19.187975,-79.16072,0,0,0,0
6075,34.9043,-40.0968,7,23,0,167
71852,17.414751000000003,-30.027047999999997,32,191,253,0
14704,21.78894,78.681366,23,0,166,0
44226,-67.080574,54.285717000000005,13,0,127,221
45121,-13.452608999999999,80.75411,1,46,0,53
81142,20.621742,72.39511999999999,23,0,166,0
37319,-17.896202,-3.516783,14,0,143,221
25754,-51.897495,-11.682803999999999,27,0,223,0
37717,-77.37874000000001,19.203135,28,0,236,0
84359,51.945809999999994,28.790221999999996,3,122,0,138
10759,74.83081,-42.26276,26,0,207,0
7795,-74.63465,14.43585,12,0,102,221
79888,-14.318573,-59.789574,25,0,193,0
47613,3.5837692999999997,70.84529,1,46,0,53
46919,2.8233283,37.478348,34,231,239,0
3209,11.912367,1.6448836,30,43,255,0
83326,-9.017987,-87.12045,6,77,0,160
439,-73.18630999999999,-51.534637,43,235,0,0
13380,9.15305,12.543728,29,0,249,0
27815,79.756325,44.86026,38,255,177,0
67044,62.173637,-0.777654,16,0,161,195
57665,-61.82269300000001,-13.777085999999999,35,242,228,0
52228,7.7682095,-8.100372,33,211,246,0
9209,-48.50095,-27.525593,5,130,0,153
43957,-41.44421,-45.534214,4,128,0,145
40881,-69.27067,-60.102534999999996,43,235,0,0
1005,-38.270576,-63.67678000000001,40,255,105,0
3425,16.193087,-81.24508,0,0,0,0
36410,5.552603700000001,28.708532,29,0,249,0
25126,29.863503,37.524215999999996,46,207,0,0
82960,-43.52089,-62.10719,40,255,105,0
78242,14.476513,-15.408513000000001,30,43,255,0
6942,-6.3873305,57.46688,47,204,44,44
68538,-15.462887,-31.187376,24,0,180,0
51841,91.47583,-7.2042193,15,0,155,215
10398,-25.569107000000002,72.06544,22,0,154,7
75373,17.31128,-17.636763000000002,30,43,255,0
25369,-53.01545,-11.101763,27,0,223,0
67825,-39.255140000000004,14.438625,9,0,0,205
67725,59.170624,28.710234000000003,3,122,0,138
43487,-8.958433,-82.95969000000001,6,77,0,160
60783,-8.225364,57.799144999999996,47,204,44,44
26344,66.94381,-21.688423,42,249,0,0
8345,-10.332439,16.463696,14,0,143,221
81544,19.357815,-14.628516000000001,30,43,255,0
51692,-13.818806,53.08171,47,204,44,44
36535,57.85763000000001,33.436462,38,255,177,0
55405,-45.66125,-17.430674,5,130,0,153
60922,-31.341692,-29.065681,18,0,170,157
72139,18.510973,35.239475,17,0,168,175
60168,-48.49927,-27.760396999999998,5,130,0,153
3451,-50.447212,2.8730130000000003,27,0,223,0
65922,48.096672,67.08203,31,117,255,0
24602,-6.460625,-28.685074,24,0,180,0
45735,-38.014927,-50.547059999999995,4,128,0,145
34266,65.18502,-25.762882,42,249,0,0
44679,87.78401,-4.334626,15,0,155,215
11873,-57.815259999999995,-39.57411,4,128,0,145
61249,28.103113,82.890656,23,0,166,0
19543,14.038515,-72.82813,0,0,0,0
66230,3.202081,37.044907,34,231,239,0
1603,-52.192837,-80.4358,10,0,9,221
10213,-48.98452,-15.763478,5,130,0,153
23334,-79.34293000000001,22.876724,28,0,236,0
55138,-87.80641999999999,-19.647427,8,0,0,181
3638,-13.152714000000001,59.222225,47,204,44,44
70131,0.41456014,-60.26108000000001,44,222,0,0
6366,-27.663598999999998,65.96961999999999,22,0,154,7
6666,-17.212551,-54.87291,25,0,193,0
27582,-78.15415,20.494667,28,0,236,0
6528,-25.916083999999998,42.746326,41,255,32,0
63068,35.30489,-38.818604,7,23,0,167
47794,-14.662872,15.389079,14,0,143,221
80066,-21.15016,40.87357,41,255,32,0
25994,-74.60266,-38.46045,45,213,0,0
45770,29.668362,-55.69794,7,23,0,167
72380,-73.99224,70.96765,13,0,127,221
79964,47.452690000000004,17.02865,11,0,56,221
59982,-77.81414000000001,22.174639000000003,28,0,236,0
70371,-10.587622,88.9882,1,46,0,53
58554,37.20021,-7.7755656,48,204,124,124
21364,10.208736,39.60562,17,0,168,175
59249,85.67213000000001,-5.0675116,15,0,155,215
7947,3.1373787,37.169556,34,231,239,0
24562,-91.68574,-14.242128,8,0,0,181
59990,33.208,-0.3658778,48,204,124,124
69584,-89.34104,37.73894,28,0,236,0
35703,75.478775,-43.33595,26,0,207,0
57787,52.575084999999994,40.01043,3,122,0,138
2436,-108.307,-12.3670025,36,250,212,0
55572,-69.59053,46.695809999999994,13,0,127,221
72014,-9.05715,-58.88836,25,0,193,0
61315,-63.830967,18.620983,28,0,236,0
46520,31.050665000000002,66.880135,23,0,166,0
13131,-42.691864,27.057125,9,0,0,205
27911,74.63781,1.5764573999999998,15,0,155,215
77829,-29.847016999999997,-14.042198999999998,5,130,0,153
20441,20.669128,15.118398000000001,21,0,160,61
48513,-60.006054000000006,-29.863497,35,242,228,0
37149,79.5087,46.463196,38,255,177,0
6738,-77.02551,3.5905273,12,0,102,221
8388,-65.50014,-39.27662,45,213,0,0
14592,6.758052,-55.107130000000005,44,222,0,0
33829,-17.764103,-20.133152,18,0,170,157
53093,7.444792,-57.802788,44,222,0,0
21713,90.81223,-6.912323,15,0,155,215
49308,4.4243120000000005,54.221934999999995,17,0,168,175
35908,26.710907000000002,15.819872,21,0,160,61
25488,8.165144999999999,54.950638,17,0,168,175
40401,-46.565459999999995,-19.342594000000002,5,130,0,153
11508,5.750962,-44.39835,19,0,170,143
57284,-77.26932,18.691618,28,0,236,0
65371,65.03789499999999,-7.2141470000000005,16,0,161,195
43470,0.122114696,-10.166285499999999,33,211,246,0
51779,-16.897638,-1.5143010000000001,14,0,143,221
53308,1.514849,-56.861495999999995,44,222,0,0
76596,33.1334,19.704045999999998,11,0,56,221
20761,65.44362,38.10655,38,255,177,0
21146,-79.52251,-29.937778,8,0,0,181
60705,-7.6737323,2.6248405,14,0,143,221
40333,32.828666999999996,32.73877,46,207,0,0
10742,-47.350193,77.05991999999999,2,93,0,106
48389,27.580965000000003,-57.53365,7,23,0,167
67375,-32.479298,-87.057434,10,0,9,221
61445,4.337732,10.964907,29,0,249,0
86310,80.62702,18.284754,37,255,197,0
33554,83.62206,6.7545333,37,255,197,0
38580,54.554066000000006,39.468693,3,122,0,138
77544,-79.34293000000001,22.876724,28,0,236,0
32858,-23.723495,38.897537,41,255,32,0
70621,-5.7365603,-13.765322,33,211,246,0
52525,47.55957,-1.8525735,16,0,161,195
63506,22.080835,50.502056,17,0,168,175
30770,-20.970254999999998,63.387985,22,0,154,7
3087,-15.711763000000001,-31.177557,24,0,180,0
1349,77.19752,-4.556932,15,0,155,215
47913,17.390804,-14.930373000000001,30,43,255,0
50005,32.81662,-45.49953,7,23,0,167
67588,-3.9227629999999998,-12.659509,33,211,246,0
32494,91.18233000000001,15.739373,37,255,197,0
19578,-82.28053,-53.78558,43,235,0,0
36103,-59.4102,-24.302035999999998,35,242,228,0
61556,2.4037137000000004,-55.504753,44,222,0,0
17764,16.593035,-78.37724,0,0,0,0
86024,-15.359891000000001,71.48096,1,46,0,53
40085,25.392578,30.76823,46,207,0,0
63710,75.99762,-11.508975,15,0,155,215
40486,-4.177089700000001,-41.13004,24,0,180,0
12307,86.394424,13.506307999999999,37,255,197,0
16394,1.5875175,76.81153,1,46,0,53
24010,-35.1332,-17.092207000000002,5,130,0,153
27271,17.25284,50.44937,17,0,168,175
41118,55.964325,-69.48060600000001,49,204,204,204
19719,-41.066124,-15.233939999999999,5,130,0,153
17444,-31.200981,67.93472,22,0,154,7
940,14.123479000000001,20.797005,29,0,249,0
36093,22.52082,50.329903,17,0,168,175
45827,-40.962833,-31.085318,4,128,0,145
71681,-12.724017,87.460175,1,46,0,53
75416,23.309225,49.902935,17,0,168,175
27062,4.687661,14.377329999999999,29,0,249,0
69611,21.72423,10.3876,21,0,160,61
3835,56.065569999999994,-70.36288499999999,49,204,204,204
28089,-29.080011,-19.413282000000002,18,0,170,157
22621,-43.59196,74.10434000000001,2,93,0,106
22271,86.722984,7.026203,37,255,197,0
38137,-36.705096999999995,-49.14075,4,128,0,145
17707,23.32101,77.11898000000001,23,0,166,0
46437,12.818478,-1.4501190000000002,30,43,255,0
47716,54.92937,11.33237,11,0,56,221
59097,25.218746,24.879765,21,0,160,61
63995,17.838562,-29.147837,32,191,253,0
80676,-52.42204,56.614017000000004,13,0,127,221
32018,26.035753,23.945347,21,0,160,61
24511,81.67204,7.910342,37,255,197,0
17411,59.332209999999996,-64.80468,49,204,204,204
70556,-13.789696,-58.36979,25,0,193,0
32612,30.871472999999998,69.13269,23,0,166,0
14791,22.45637,-15.292618,30,43,255,0
39902,75.95345,12.827371000000001,37,255,197,0
22124,56.719919999999995,-23.218584,42,249,0,0
64735,-36.455859999999994,40.313103000000005,39,255,157,0
1956,-30.163704,-89.28619,10,0,9,221
433,79.759964,-2.2985485,15,0,155,215
11337,28.253203999999997,46.07634,17,0,168,175
44949,54.43985,-65.98949,49,204,204,204
27047,-18.237345,-30.127903000000003,24,0,180,0
38161,34.344246000000005,-57.043404,7,23,0,167
65505,-84.70852,-15.563320000000001,8,0,0,181
62280,-2.6237516,-61.5976,44,222,0,0
35582,38.911617,4.8388405,11,0,56,221
27292,31.615140000000004,38.70773,46,207,0,0
61461,41.569309999999994,12.050914,11,0,56,221
37223,11.307317999999999,57.962025,17,0,168,175
14050,26.608148999999997,-4.6592264000000005,48,204,124,124
38434,52.250793,-56.461147,49,204,204,204
78123,-71.39086,-61.577705,43,235,0,0
10591,41.085274,-83.29938,0,0,0,0
50045,86.088615,13.577739000000001,37,255,197,0
85524,-69.59084,46.69616,13,0,127,221
9246,28.784256,21.378702,21,0,160,61
23326,-53.452705,55.711333999999994,13,0,127,221
19409,-35.713127,14.071321,9,0,0,205
18726,-68.144936,-36.146865999999996,45,213,0,0
22998,88.38694,16.39827,37,255,197,0
39921,2.3414514,12.893746,29,0,249,0
52834,-31.549913,58.318000000000005,22,0,154,7
32781,52.927673,-70.308304,49,204,204,204
78848,48.124325,-28.64068,20,0,167,114
16314,72.26507,-9.860686999999999,15,0,155,215
15697,-51.809418,-78.94336,10,0,9,221
65900,-11.656587,54.37981800000001,47,204,44,44
71900,-13.67053,-0.22822134,14,0,143,221
7110,-38.31001,14.897797,9,0,0,205
82796,10.807363,24.834406,29,0,249,0
70685,-34.319347,14.309387,9,0,0,205
1824,66.587204,-23.944216,42,249,0,0
46543,26.100051999999998,74.79505,23,0,166,0
76283,83.45344,-3.8592415,15,0,155,215
76528,-37.79033,36.943447,39,255,157,0
82006,-89.62499,40.67143,28,0,236,0
79495,74.06101,-43.975494,26,0,207,0
48882,86.90883000000001,-5.5739923,15,0,155,215
72151,-69.11193,53.204944999999995,13,0,127,221
38293,89.16674,-2.3631467999999995,15,0,155,215
56412,-92.71629,1.5767309999999999,36,250,212,0
8490,59.528473,-64.46136,49,204,204,204
73038,-38.232056,38.375916,39,255,157,0
36658,23.288702,45.191658000000004,17,0,168,175
52952,40.86032,47.458346999999996,3,122,0,138
38637,57.747271999999995,29.1106,3,122,0,138
36430,-9.131936999999999,30.230295,34,231,239,0
70580,19.103987,-15.019581,30,43,255,0
39834,39.514027,-82.64885,0,0,0,0
17313,88.09815,-5.9869857,15,0,155,215
28049,71.16358000000001,45.983883,38,255,177,0
86249,-44.785340000000005,-3.8784273000000002,27,0,223,0
25403,21.997353,11.545416000000001,21,0,160,61
34776,59.282709999999994,-70.644615,49,204,204,204
71014,7.4450207,-57.803272,44,222,0,0
5428,20.21325,-14.483876,30,43,255,0
1518,-74.60789,-40.10868,45,213,0,0
29573,-41.00233,5.4554267,27,0,223,0
29083,4.628593,-25.250782,19,0,170,143
60501,86.23618,6.7429686,37,255,197,0
11335,-93.69174,-31.625206,8,0,0,181
