,x,y,cluster,r,g,b
3182,79.347725,50.28119,38,255,177,0
12786,49.023655,64.69539,31,117,255,0
47267,-11.489852,54.480137,47,204,44,44
67211,10.949708,-81.25875,0,0,0,0
12514,20.428995,51.119083,17,0,168,175
3300,54.667603,8.462491,11,0,56,221
76006,48.409195000000004,-36.799946000000006,20,0,167,114
61525,33.732803000000004,7.6708875,21,0,160,61
72130,1.7291657999999999,37.06223,34,231,239,0
7646,4.2249403,16.346113,29,0,249,0
52994,36.84437,2.1924877,48,204,124,124
78576,60.274567000000005,-10.880452,16,0,161,195
24167,34.964645000000004,-2.8405428,48,204,124,124
69708,-23.293676,58.2712,22,0,154,7
53891,-69.34180500000001,52.555325,13,0,127,221
21147,-31.969332,1.6699203999999999,5,130,0,153
66907,-51.934746000000004,-59.40991999999999,40,255,105,0
7291,-2.2206452000000003,6.8254337,14,0,143,221
66660,-38.718414,12.864376,9,0,0,205
8194,-21.236723,39.27953,41,255,32,0
84283,69.60221999999999,45.448906,38,255,177,0
65659,15.293548999999999,1.0560331,30,43,255,0
6062,-74.108345,13.998541000000001,12,0,102,221
1853,-94.39079,-31.703490000000002,8,0,0,181
26443,11.778582,16.285454,29,0,249,0
53714,72.49105,-13.638501000000002,15,0,155,215
63347,-29.235657,62.76262,22,0,154,7
30223,4.402291,23.29178,29,0,249,0
70724,25.636778,24.732351,21,0,160,61
78595,75.562126,12.656757,37,255,197,0
38423,40.55165,9.370142999999999,11,0,56,221
65566,-77.65746999999999,-40.76724,45,213,0,0
10028,12.449691,41.929283,17,0,168,175
2086,27.3289,-32.708040000000004,32,191,253,0
51244,27.862127,23.173225,21,0,160,61
25208,-50.734553999999996,0.17190848,27,0,223,0
57217,89.16249,12.821713,37,255,197,0
48407,19.102592,-14.741069,30,43,255,0
44447,76.75233,45.63213,38,255,177,0
56281,28.134418,36.499817,46,207,0,0
52570,-46.279713,-40.896473,4,128,0,145
69411,15.2620125,-16.470942,30,43,255,0
72695,-29.940857,59.54906,22,0,154,7
47239,86.4012,-5.342835,15,0,155,215
18143,-12.709971000000001,-56.82111999999999,25,0,193,0
21609,32.904118,75.02977,23,0,166,0
64581,7.5214929999999995,-25.630010000000002,19,0,170,143
44323,47.722409999999996,-67.30836500000001,49,204,204,204
61199,-27.84187,21.427979999999998,9,0,0,205
25781,52.29057,68.60557,31,117,255,0
57440,23.509644,-29.575166999999997,32,191,253,0
76577,-53.96315,43.032140000000005,39,255,157,0
49463,46.14326,36.874508,3,122,0,138
72768,74.16454,10.947557000000002,37,255,197,0
85800,-13.985431,62.94724300000001,47,204,44,44
45825,48.921825,20.489051999999997,3,122,0,138
4066,59.5805,-2.1113858,16,0,161,195
67572,21.326784,39.594288,17,0,168,175
75047,32.542053,-46.073296,7,23,0,167
4472,-47.098667,-17.979286,5,130,0,153
8092,2.3631718,54.98811,17,0,168,175
436,71.57153000000001,-45.754475,26,0,207,0
29946,-39.307793,42.42091,39,255,157,0
65513,13.22202,-80.2294,0,0,0,0
80474,37.35808,-7.610311500000001,48,204,124,124
22309,39.182520000000004,18.65015,11,0,56,221
28759,32.774403,-2.0458167,48,204,124,124
37090,-46.466213,31.556206,9,0,0,205
65142,-6.753314,-29.7749,24,0,180,0
59345,-32.64217,-85.80386,10,0,9,221
58099,-49.00393,27.65806,9,0,0,205
16955,15.9852295,-15.049529999999999,30,43,255,0
20920,-70.03537,45.871246,13,0,127,221
33652,22.835741,26.045937,21,0,160,61
28728,69.57943,-17.773046,42,249,0,0
76336,-12.943331,27.713263,34,231,239,0
46872,66.77935,-24.796743,42,249,0,0
50892,-51.407996999999995,59.612930000000006,13,0,127,221
45115,-30.026537,16.28577,9,0,0,205
55392,67.77903,-4.7862496,15,0,155,215
66603,-49.858795,28.652240000000003,9,0,0,205
67595,55.829246999999995,28.503121999999998,3,122,0,138
59255,-39.242996000000005,-11.040639,5,130,0,153
84074,-32.1655,-9.366073,5,130,0,153
12065,48.558094,-26.906675,20,0,167,114
75066,-47.140564000000005,-8.5730295,27,0,223,0
21838,39.47193,0.27104068,48,204,124,124
76548,-4.131128299999999,-12.624507000000001,33,211,246,0
12728,11.839914,-2.5726310000000003,30,43,255,0
32993,-12.46032,-84.41313000000001,6,77,0,160
19293,12.573211,29.736171999999996,29,0,249,0
43837,-40.497322,-4.734694,5,130,0,153
1380,-28.329681,-46.84959,4,128,0,145
18838,79.408875,-3.7729816,15,0,155,215
61133,-17.413565,-2.5574887000000004,14,0,143,221
23159,-5.640117,-42.267918,24,0,180,0
60599,4.842486,-99.003586,6,77,0,160
16323,-24.472883,-20.668034,18,0,170,157
26556,50.93815,-65.715126,49,204,204,204
17549,-39.909332,16.837492,9,0,0,205
7726,13.853874,55.815495,17,0,168,175
63186,-11.042253500000001,-67.793755,25,0,193,0
62760,47.637370000000004,-25.413395,20,0,167,114
29170,8.527332000000001,15.953335000000001,29,0,249,0
50505,55.916054,-8.574011,16,0,161,195
17002,-67.205795,32.83238,28,0,236,0
50609,-31.135209999999997,25.66897,9,0,0,205
37609,12.320992,-77.91881,0,0,0,0
40922,54.064696999999995,-38.52016,20,0,167,114
39948,-39.893864,5.3174634,27,0,223,0
58493,-68.39921600000001,26.983334999999997,28,0,236,0
63776,-40.19778,42.08648,39,255,157,0
29919,26.230831,76.913475,23,0,166,0
63498,3.2786126,14.222957999999998,29,0,249,0
27784,47.340206,-11.986004,16,0,161,195
30605,-70.0883,46.377106,13,0,127,221
28580,27.723639000000002,-12.636941,30,43,255,0
69756,-64.7011,-52.82601,43,235,0,0
42134,46.614684999999994,-67.35031,49,204,204,204
66143,75.83457,-0.8497235999999999,15,0,155,215
18483,50.8577,24.499031,3,122,0,138
53032,5.5455594,-24.259237,19,0,170,143
35004,-61.892292000000005,-31.139172,35,242,228,0
79059,48.200171999999995,70.39533,31,117,255,0
52024,71.75581,-22.626495000000002,42,249,0,0
82106,45.315975,59.51746,31,117,255,0
71682,-25.366267999999998,26.223694000000002,9,0,0,205
49771,12.134379,51.600708000000004,17,0,168,175
563,62.532726000000004,-7.636508999999999,16,0,161,195
85143,50.363144,-29.484740000000002,20,0,167,114
33111,39.548153000000006,5.3102493,11,0,56,221
32832,68.79708000000001,42.97289,38,255,177,0
21282,24.821978,54.50806,17,0,168,175
72854,-64.66888399999999,31.827845,28,0,236,0
86754,88.04963000000001,-6.045637,15,0,155,215
56229,5.8966174,98.45095,1,46,0,53
80717,18.553904,35.538574,17,0,168,175
41331,-18.585709,-19.725819,18,0,170,157
1994,59.65988,27.126134999999998,3,122,0,138
419,24.740643,-60.258182999999995,7,23,0,167
78464,-9.242278,57.80356,47,204,44,44
42989,56.842075,-64.05655,49,204,204,204
54422,53.442333,29.602293,3,122,0,138
36686,-30.61732,102.27369,2,93,0,106
51687,62.89419,-5.9620489999999995,16,0,161,195
78461,-72.828384,0.7433196,12,0,102,221
33423,-82.28048000000001,-53.785526000000004,43,235,0,0
38308,14.761932,-2.4809153,30,43,255,0
73136,-50.841229999999996,77.76004,2,93,0,106
86517,48.85823,-69.883545,49,204,204,204
37777,2.4553787999999996,36.88774,34,231,239,0
73941,39.70774,11.206555999999999,11,0,56,221
17346,59.393969999999996,-19.056867999999998,42,249,0,0
68778,50.6154,66.82538000000001,31,117,255,0
29411,-9.440244,-16.074553,33,211,246,0
62944,52.176937,5.309880000000001,11,0,56,221
18338,82.73572,49.630314,38,255,177,0
33537,-17.363392,38.574013,41,255,32,0
42847,-24.621904,-15.106016,18,0,170,157
30012,-16.227688,-61.61922,25,0,193,0
68522,51.292809999999996,-42.55461,20,0,167,114
57162,84.73733,-4.75774,15,0,155,215
29490,-42.864826,74.20784,2,93,0,106
29199,15.499839999999999,-16.503155,30,43,255,0
2259,57.30603000000001,8.799531,11,0,56,221
83370,-76.060486,-39.475178,45,213,0,0
50947,-73.11209000000001,-0.6292622,12,0,102,221
62375,52.34558,7.1697874000000015,11,0,56,221
8191,55.29176,-68.17689,49,204,204,204
33471,33.197186,-46.72947,7,23,0,167
37916,40.659546,0.119409345,48,204,124,124
24724,-15.294963000000001,71.5691,1,46,0,53
5303,-13.10276,-43.919937,24,0,180,0
34357,4.4493055,14.090223000000002,29,0,249,0
61853,-46.528896,-61.512671999999995,40,255,105,0
84526,-70.72052,72.816864,13,0,127,221
29637,91.28013,16.150742,37,255,197,0
65549,58.796265000000005,-14.870029,42,249,0,0
75025,38.520832,-9.229967,48,204,124,124
16275,72.6603,-42.22045,26,0,207,0
85747,54.399531999999994,29.710271999999996,3,122,0,138
45586,12.24497,-78.62561,0,0,0,0
55712,22.480079999999997,13.698404,21,0,160,61
26808,-30.334587,26.567913,9,0,0,205
60202,-1.2276543,-11.144627999999999,33,211,246,0
31284,86.982796,-5.5236363,15,0,155,215
8311,-10.485116,-12.780157,33,211,246,0
35759,-49.314453,1.2315757999999999,27,0,223,0
43501,-23.023054000000002,58.21618,22,0,154,7
49521,-15.759588,-31.185470000000002,24,0,180,0
37328,36.8248,-5.8260937,48,204,124,124
4422,-25.182995000000002,-20.835686,18,0,170,157
65070,-16.465567,-41.136772,24,0,180,0
68073,-39.03275,-38.11405,4,128,0,145
628,-54.231246999999996,43.340492,39,255,157,0
75696,-9.207666,-68.03527,25,0,193,0
86616,85.43084,12.828828,37,255,197,0
34294,70.78016,36.134808,38,255,177,0
76931,57.108999999999995,-73.88495999999999,49,204,204,204
8394,58.889812,33.16117,38,255,177,0
55583,-36.576747999999995,20.724941,9,0,0,205
44650,16.154165,-15.019299499999999,30,43,255,0
42094,-87.97778000000001,11.323481,12,0,102,221
81468,-47.257107,-58.639396999999995,40,255,105,0
67376,-77.93699000000001,21.803501,28,0,236,0
60747,-41.028877,-31.737207,4,128,0,145
47518,-54.70426,42.702362,39,255,157,0
79787,2.6122674999999997,-23.839268,19,0,170,143
72568,-13.421287,-67.66049,25,0,193,0
34463,-35.821644,-65.88868000000001,40,255,105,0
4230,-48.05956,-17.298460000000002,5,130,0,153
2785,71.01760999999999,-7.8968286999999995,15,0,155,215
70643,-36.760944,-48.75043,4,128,0,145
54474,-68.2338,-24.345257,45,213,0,0
31665,25.386362,-31.436455,32,191,253,0
23272,49.022552000000005,64.697975,31,117,255,0
25031,-36.180984,17.630781,9,0,0,205
6748,-15.085379000000001,14.871796,14,0,143,221
76094,-91.34527,-22.17825,8,0,0,181
37217,-12.127478,-67.50334000000001,25,0,193,0
70750,-73.75962,71.12129,13,0,127,221
36695,-31.07495,2.1589074,5,130,0,153
60626,76.50978,44.424366,38,255,177,0
74825,63.009646999999994,-25.97462,42,249,0,0
53178,20.39924,-79.39081999999999,0,0,0,0
3714,-72.65845999999999,-32.68841,45,213,0,0
24785,-35.290634000000004,-66.77241,40,255,105,0
81273,-37.932365000000004,-17.91912,5,130,0,153
45943,79.92681,13.355162,37,255,197,0
18545,3.7837577000000007,12.768902,29,0,249,0
19379,13.468778,40.643257,17,0,168,175
38628,-49.000040000000006,26.382019,9,0,0,205
30629,-55.65635,12.879089,27,0,223,0
6039,28.585714000000003,3.3914157999999994,48,204,124,124
25023,-46.060016999999995,-15.01334,5,130,0,153
82148,0.12861471,34.238434000000005,34,231,239,0
35768,44.3016,-21.892422,20,0,167,114
35257,54.31163000000001,-66.132515,49,204,204,204
51328,27.24233,46.34943,17,0,168,175
16567,44.399048,-20.531382,20,0,167,114
61941,-52.38453,-82.79982,10,0,9,221
32426,43.08983,15.507478,11,0,56,221
57096,56.128048,-71.89613,49,204,204,204
74678,69.07719399999999,-22.398022,42,249,0,0
50206,-61.778263,-24.12032,35,242,228,0
51565,-108.86478400000001,-12.223842999999999,36,250,212,0
57215,26.492996,16.082307999999998,21,0,160,61
83893,11.23926,15.875572,29,0,249,0
66438,2.7850153,12.872156,29,0,249,0
53690,68.37016,-14.336110999999999,42,249,0,0
85877,1.7674441000000003,37.211452,34,231,239,0
77207,18.715347,14.987082999999998,21,0,160,61
36026,50.471596000000005,5.801288,11,0,56,221
67802,20.322598,50.445347,17,0,168,175
28367,-66.19740999999999,-29.431986,45,213,0,0
68907,31.108605999999998,-1.4164197,48,204,124,124
62164,28.884611,-13.475864999999999,30,43,255,0
81673,-5.671598400000001,32.502635999999995,34,231,239,0
81739,35.884502000000005,9.301165,21,0,160,61
65968,1.8003525000000002,-16.871696,33,211,246,0
72997,-67.43615,29.399843,28,0,236,0
60549,68.87886999999999,-22.50047,42,249,0,0
26652,-74.46419,11.910331,12,0,102,221
56515,29.698659999999997,-43.350056,7,23,0,167
18598,75.84728,39.821133,38,255,177,0
45230,-47.841003,77.53478,2,93,0,106
58197,-65.68679,57.277719999999995,13,0,127,221
13114,-34.910854,18.173873999999998,9,0,0,205
69090,-37.44032,-62.405609999999996,40,255,105,0
40256,56.410880000000006,-56.752136,49,204,204,204
60406,2.0429502,-8.772046000000001,33,211,246,0
19429,3.8270245000000003,53.373863,17,0,168,175
78312,34.779213,-40.451103,7,23,0,167
78869,30.718984999999996,85.59696,23,0,166,0
76541,-18.15031,16.167469,14,0,143,221
29306,33.042286,1.0504405,48,204,124,124
27904,-21.637756,72.47995999999999,22,0,154,7
52218,-68.69803,-12.654725,35,242,228,0
38475,67.84884,-23.114265,42,249,0,0
76535,34.399384000000005,34.152415999999995,46,207,0,0
46325,-35.835083000000004,67.61352,22,0,154,7
39930,74.42553000000001,51.093246,38,255,177,0
87020,-45.11542,-3.2309240000000004,27,0,223,0
52274,-95.88489,-2.9694576,36,250,212,0
13904,77.04589,41.718346000000004,38,255,177,0
8633,-74.65987,3.9115012000000005,12,0,102,221
85639,11.3129425,9.814271000000002,21,0,160,61
6342,-14.292751,62.55464,47,204,44,44
51836,26.103428,77.42891999999999,23,0,166,0
31396,31.624079,11.713866000000001,21,0,160,61
53944,-16.802673000000002,18.54606,14,0,143,221
15359,-65.04749,54.516693000000004,13,0,127,221
58377,1.0775136,-5.1514370000000005,33,211,246,0
78017,83.455,16.093113,37,255,197,0
60513,-11.432665,77.758,1,46,0,53
86262,86.38884,5.9777865,37,255,197,0
73945,-9.630535,-93.49858,6,77,0,160
47943,56.44185600000001,9.301547,11,0,56,221
18273,-47.715073,-23.33805,5,130,0,153
20683,-38.341595,23.303307999999998,9,0,0,205
124,18.969007,80.83261,23,0,166,0
10463,-12.787222,27.911274,34,231,239,0
83973,-35.81118,25.09763,9,0,0,205
30438,84.738716,-4.7523694,15,0,155,215
48027,40.220776,7.876955000000001,11,0,56,221
39149,-44.495841999999996,-37.238240000000005,4,128,0,145
18881,-48.185043,-17.78465,5,130,0,153
58818,44.930842999999996,-22.382078,20,0,167,114
40381,-73.70791,70.51788,13,0,127,221
51537,-28.913821999999996,97.10025,2,93,0,106
17520,58.392906,-16.071432,42,249,0,0
22824,40.956547,3.2982068,11,0,56,221
85001,-93.3977,-2.845761,36,250,212,0
83905,26.15993,78.03028,23,0,166,0
64196,70.8445,37.893116,38,255,177,0
58324,70.059235,-21.756945,42,249,0,0
18571,68.70984,-22.206917,42,249,0,0
5771,-77.81419,22.174643,28,0,236,0
2107,-13.983204999999998,-41.627765999999994,24,0,180,0
23879,-6.8621286999999995,-42.697628,24,0,180,0
64522,46.271515,-31.8409,20,0,167,114
7029,-26.625818,-40.757263,4,128,0,145
75667,-41.294388,-16.993418,5,130,0,153
4941,-61.450905000000006,2.918991,12,0,102,221
10854,-80.776436,23.083676999999998,28,0,236,0
70417,-47.897686,-3.6778237999999996,27,0,223,0
28246,-25.548294,28.827634999999997,9,0,0,205
18775,-19.02242,41.30614,41,255,32,0
19587,30.724934,51.114662,17,0,168,175
5111,0.44469953,1.3997058999999998,14,0,143,221
21373,32.22991,34.947216,46,207,0,0
6662,-29.46565,27.728566999999998,9,0,0,205
1253,31.489786,-22.65974,32,191,253,0
45025,-3.715235,-12.606962,33,211,246,0
35881,77.751755,39.316376,38,255,177,0
5903,-81.711975,-66.41626,43,235,0,0
40224,39.273033,5.563548,11,0,56,221
16644,-9.6685505,-15.559747,33,211,246,0
36385,25.716782000000002,80.85145,23,0,166,0
49795,85.66454,15.146723999999999,37,255,197,0
58216,-46.52935,-40.647472,4,128,0,145
82791,-41.888335999999995,27.214493,9,0,0,205
72690,-36.629738,-63.812405000000005,40,255,105,0
17486,40.69958,-83.14922,0,0,0,0
1910,-11.492882,-83.93599,6,77,0,160
42408,-95.24776,-32.838783,8,0,0,181
81387,54.12933,10.748449,11,0,56,221
82155,-21.799534,9.58597,14,0,143,221
45731,-74.31628,-4.283919,12,0,102,221
69658,-19.364712,-53.571053000000006,25,0,193,0
24706,-37.501346999999996,-47.0164,4,128,0,145
49439,-24.954836,-26.043224,18,0,170,157
81168,26.574675,24.292044,21,0,160,61
49637,51.50932,27.110079,3,122,0,138
60377,-63.502842,-56.260536,43,235,0,0
12255,-2.7750325,34.701237,34,231,239,0
83395,-51.814827,-82.48271,10,0,9,221
10118,16.940070000000002,-55.66294499999999,7,23,0,167
13757,81.964386,15.887797,37,255,197,0
26377,30.871258,-1.4175187,48,204,124,124
18369,85.43938,19.897126999999998,37,255,197,0
70158,25.359802,0.8542066999999999,48,204,124,124
61309,-56.55654499999999,-34.542970000000004,4,128,0,145
21084,-39.65982,3.1766748,27,0,223,0
59284,-27.631040000000002,65.85319,22,0,154,7
25626,53.25804,-61.06661,49,204,204,204
23974,-10.943361,-64.90677,25,0,193,0
20294,56.653454,-13.571091000000001,16,0,161,195
75904,-67.56778,31.456821,28,0,236,0
65539,-33.48109,-27.731483,18,0,170,157
33838,51.44101,-11.5076275,16,0,161,195
36571,41.53765,12.191179,11,0,56,221
59388,29.671059000000003,78.74216,23,0,166,0
22988,-67.88492,9.978023,12,0,102,221
13289,54.050762,42.580909999999996,3,122,0,138
79940,8.124556,-39.52956,19,0,170,143
83621,60.210735,-10.501938,16,0,161,195
466,-38.540485,-6.0711694000000005,5,130,0,153
65723,-76.65166500000001,8.193794,12,0,102,221
51489,-60.483173,-6.257208,35,242,228,0
4199,-39.698227,42.792545000000004,39,255,157,0
76158,7.148746000000001,6.6438445999999995,29,0,249,0
51212,30.652479999999997,51.28952,17,0,168,175
6272,-42.448409999999996,27.120287,9,0,0,205
24159,-74.76324,13.170616,12,0,102,221
42576,-55.841384999999995,43.8692,39,255,157,0
65656,-17.491132999999998,-9.408225,14,0,143,221
46792,-38.064762,-4.967619,5,130,0,153
20959,2.043941,-8.772405000000001,33,211,246,0
65848,-30.988315999999998,-69.43019,40,255,105,0
6927,26.567125,75.10094000000001,23,0,166,0
48257,56.13918,28.028247999999998,3,122,0,138
58994,-11.158108,-67.76191,25,0,193,0
44071,-36.241932,22.868631,9,0,0,205
29705,52.782869999999996,65.78224,31,117,255,0
2623,86.36434,3.6210402999999998,37,255,197,0
267,45.883656,61.076023,31,117,255,0
6916,50.23,70.502266,31,117,255,0
35721,44.695145000000004,40.16905,3,122,0,138
63596,87.26064000000001,-5.5424333,15,0,155,215
54980,56.43346,-64.62025,49,204,204,204
12387,-55.051285,10.723907,27,0,223,0
82760,12.295224000000001,-80.01154,0,0,0,0
6491,-20.038454,-8.200789,14,0,143,221
40772,6.96387,-5.213116599999999,33,211,246,0
62924,46.631714,7.132109,11,0,56,221
6399,90.63739,-6.603481299999999,15,0,155,215
48883,32.2778,77.84094,23,0,166,0
53315,-23.506481,63.641445,22,0,154,7
80061,88.24268000000001,-3.7591187999999995,15,0,155,215
65413,-78.3881,-3.1149704,12,0,102,221
20784,31.496817,3.8539885999999997,48,204,124,124
18365,-24.161537,-35.832054,4,128,0,145
1830,0.05893931,7.292162400000001,14,0,143,221
34164,-10.602574,-67.91873000000001,25,0,193,0
40740,16.514734,-14.504095999999999,30,43,255,0
27858,-45.939407,-38.046074,4,128,0,145
74380,63.73551,39.27066,38,255,177,0
34921,11.867449,-82.58330500000001,0,0,0,0
46224,-28.32958,-46.84923,4,128,0,145
64080,36.101357,26.103855,11,0,56,221
41544,-95.2477,-32.838764000000005,8,0,0,181
47765,75.62961999999999,45.685154,38,255,177,0
1118,22.112379999999998,21.296566000000002,21,0,160,61
72268,8.475252000000001,-102.51610600000001,6,77,0,160
49644,18.53396,35.353764,17,0,168,175
47271,67.22721,19.17635,37,255,197,0
47492,13.426854999999998,53.946884,17,0,168,175
62747,76.20165,-0.98134196,15,0,155,215
80208,-46.554424,-40.503845,4,128,0,145
76330,-46.487484,-32.496086,4,128,0,145
84118,-7.390526299999999,65.44484,47,204,44,44
15347,14.014841,20.884981,29,0,249,0
80153,-29.937109999999997,57.893963,22,0,154,7
27859,44.13446,-60.415577,49,204,204,204
10093,5.8703523,-57.102709999999995,44,222,0,0
15480,-9.608875999999999,-42.16638,24,0,180,0
11248,67.05013000000001,-23.594784,42,249,0,0
75000,-28.902721000000003,59.500972999999995,22,0,154,7
19153,-74.4673,11.9102335,12,0,102,221
56041,-54.704037,-30.648394,4,128,0,145
11212,1.2807605,-15.041932999999998,33,211,246,0
55601,-9.017987,-87.12045,6,77,0,160
25076,47.818558,40.37859,3,122,0,138
17708,-7.346917599999999,-42.553402,24,0,180,0
1078,-24.362448,-40.123302,4,128,0,145
55796,-40.962395,-31.086109999999998,4,128,0,145
60468,91.18234,15.739395000000002,37,255,197,0
63541,-50.847390000000004,23.159517,9,0,0,205
77652,6.8331313,-57.655333999999996,44,222,0,0
83166,8.220371,-102.23612,6,77,0,160
73684,-2.4624116000000003,69.77476,1,46,0,53
49198,53.924404,-40.7147,20,0,167,114
31482,-70.132065,-60.787792,43,235,0,0
74091,-2.509903,-13.302187,33,211,246,0
68966,26.589314,75.06822,23,0,166,0
31483,41.46587,12.20248,11,0,56,221
71964,43.868065,-11.168596,16,0,161,195
57309,1.7591296000000003,36.749477,34,231,239,0
